statement,category,effective_date,source
박규백 해군 중장은 2025년 11월 13일 국방부가 발표한 중장급 장성 인사에서 해군사관학교장에 보직됐다.,인사,2025-11-13,경향신문 2025년 11월 13일 보도 및 한국경제 2025년 11월 13일 보도
해군사관학교 47기 출신인 강정호 해군 중장은 2026년 5월 기준 해군교육사령관을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
해군사관학교 49기 출신인 김태훈 해군 소장은 2026년 1월 19일 취임식을 통해 제9대 해군잠수함사령관으로 취임했다.,인사,2026-01-19,아시아경제 2026년 1월 19일 보도
이남규 해군 소장은 2026년 6월 12일 취임식을 통해 제32대 해군 제1함대사령관으로 취임했다.,인사,2026-06-12,국방일보 2026년 6월 12일 보도 및 뉴시스 2026년 6월 14일 보도
차준선 공군 중장은 2025년 11월 18일 오산기지에서 열린 취임식을 통해 제42대 공군작전사령관으로 취임했다.,인사,2025-11-18,뉴시스 2025년 11월 18일 보도
공군사관학교 41기 출신인 박기완 공군 중장은 2026년 5월 기준 공군참모차장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
권영민 공군 중장은 2025년 11월 13일 국방부가 발표한 중장급 장성 인사에서 공군교육사령관에 보직됐다.,인사,2025-11-13,경향신문 2025년 11월 13일 보도 및 한국경제 2025년 11월 13일 보도
공군사관학교 43기 출신인 박흥재 공군 중장은 2026년 6월 11일 손석락 공군참모총장 주관으로 열린 취임식을 통해 제59대 공군사관학교장으로 취임했다.,인사,2026-06-11,동양일보 2026년 6월 8일 보도 및 국방일보 2026년 6월 11일 보도
김헌은 2026년 6월 기준 대한민국 해병대 부사령관을 맡고 있다.,인사,2026-06-06,연합뉴스 2026년 6월 6일 보도 및 국방일보 2026년 5월 28일 보도
미국 육군 대장 제이비어 T. 브런슨은 2024년 12월 20일 취임해 한미연합군사령관과 주한미군사령관 및 유엔군사령관을 겸직하고 있다.,인사,2024-12-20,주한미군사령부(USFK) 공식 지휘관 약력 자료
