statement,category,effective_date,source
2020년 11월 10일 아르메니아·아제르바이잔·러시아가 서명한 휴전 협정이 발효되면서 2020년 나고르노카라바흐 전쟁이 종결되었다.,전쟁사실,2020-11-10,위키백과(2020년 나고르노카라바흐 휴전 협정)
2011년 5월 2일 미군 특수부대가 파키스탄 아보타바드에서 넵튠 스피어 작전으로 알카에다 지도자 오사마 빈라덴을 사살했다.,전쟁사실,2011-05-02,위키백과(오사마 빈라덴의 죽음)
2011년 10월 20일 리비아의 무아마르 카다피가 고향 시르테에서 리비아 과도국가평의회군에 붙잡혀 사망했다.,전쟁사실,2011-10-20,위키백과(무아마르 카다피 살해)
1949년 4월 4일 미국과 서유럽 등 12개국이 미국 워싱턴에서 북대서양조약에 서명하며 북대서양조약기구(NATO)를 창설했다.,전쟁사실,1949-04-04,서울경제 세계사속오늘
1955년 5월 14일 소련과 동유럽 국가들이 폴란드 바르샤바에서 바르샤바 조약을 체결하며 바르샤바 조약 기구를 창설했다.,전쟁사실,1955-05-14,위키백과(바르샤바 조약 기구)
1952년 10월 6일부터 15일까지 강원도 철원 백마고지에서 국군 제9사단이 중공군 제38군의 공세를 격퇴한 백마고지 전투가 벌어졌다.,전쟁사실,1952-10-06,한국민족문화대백과사전
1951년 2월 13일부터 16일까지 경기도 양평 지평리에서 미군 제2사단 제23연대와 배속 프랑스 대대가 중공군의 공세를 격퇴한 지평리 전투가 벌어졌다.,전쟁사실,1951-02-13,한국민족문화대백과사전
1951년 6월 4일부터 19일까지 강원도 양구 도솔산에서 한국 해병대 제1연대가 북한군을 격퇴하고 도솔산을 탈환한 도솔산 전투가 벌어졌다.,전쟁사실,1951-06-04,한국민족문화대백과사전
1967년 2월 14일부터 15일까지 베트남 짜빈동에서 대한민국 해병대 청룡부대 제11중대가 북베트남군과 남베트남 민족해방전선의 연대급 병력의 공격을 격퇴한 짜빈동 전투가 벌어졌다.,전쟁사실,1967-02-14,위키백과(짜빈동 전투)
1964년 8월 2일 통킹만에서 미국 해군 구축함 매독스와 북베트남 어뢰정이 교전한 통킹만 사건이 발생했다.,전쟁사실,1964-08-02,위키백과(통킹만 사건)
1964년 8월 7일 미국 의회가 통킹만 결의를 채택하면서 미국의 베트남 전쟁 개입이 본격화되었다.,전쟁사실,1964-08-07,위키백과(통킹만 결의)
1980년 9월 22일 이라크가 이란을 전면 침공하면서 이란-이라크 전쟁이 발발했다.,전쟁사실,1980-09-22,YTN 역사속오늘
1988년 8월 20일 유엔 안전보장이사회 결의에 따른 휴전이 발효되면서 8년간의 이란-이라크 전쟁이 종결되었다.,전쟁사실,1988-08-20,위키백과(이란-이라크 전쟁)
1971년 12월 3일 인도가 파키스탄과의 전쟁에 돌입하면서 제3차 인도-파키스탄 전쟁이 시작되었다.,전쟁사실,1971-12-03,위키백과(방글라데시 독립 전쟁)
1971년 12월 16일 동파키스탄에 주둔하던 파키스탄군이 인도군에 항복하면서 제3차 인도-파키스탄 전쟁이 종결되고 방글라데시가 독립했다.,전쟁사실,1971-12-16,위키백과(방글라데시 독립 전쟁)
1991년 2월 24일 걸프전에서 다국적군이 사막의 사브르 작전으로 쿠웨이트를 향한 지상전을 개시했다.,전쟁사실,1991-02-24,위키백과(걸프 전쟁)
