statement,category,effective_date,source
대한민국 육군 제8군단(충용부대)이 2023년 5월 1일 예하 부대를 제3군단에 넘기고 임무 해제되어 제3군단에 흡수·통합되었다.,조직,2023-05-01,뉴시스
대한민국 육군 제6군단이 2022년 11월 30일 해체되었으며 예하 부대는 제5군단으로 이관되었다.,조직,2022-11-30,이데일리
대한민국 해군 기동함대사령부가 2025년 2월 1일 제주 해군기지를 모항으로 창설되었다.,조직,2025-02-01,한라일보
대한민국 해군 기동함대사령부는 2025년 2월 3일 제주 해군기지에서 창설식을 열었다.,조직,2025-02-03,YTN
대한민국 해군 기동함대사령부는 기존 제7기동전단을 모체로 창설되었다.,조직,2025-02-01,YTN
대한민국 해군 기동함대사령부의 초대 사령관은 김인호 소장이다.,조직,2025-02-01,제주일보
대한민국 해군 잠수함사령부가 2015년 2월 1일 기존 제9잠수함전단을 격상해 창설되었다.,조직,2015-02-01,대한민국 정책브리핑
대한민국 해군 잠수함사령부 창설로 대한민국은 세계 6번째로 잠수함사령부를 운용하는 국가가 되었다.,조직,2015-02-01,대한민국 정책브리핑
대한민국 해군 잠수함사령부의 초대 사령관은 윤정상 소장이다.,조직,2015-02-01,위키백과(해군잠수함사령부)
대한민국 방위사업청이 2023년 7월 3일 대전 서구 임시청사에서 현판식을 열고 대전 1차 이전을 완료했다.,조직,2023-07-03,서울경제TV
대한민국 방위사업청의 대전 신청사가 2025년 3월 11일 정부대전청사 유휴부지에서 착공했다.,조직,2025-03-11,경향신문
"대한민국 국방부는 2026년 국군방첩사령부 해체안에서 군 내 중앙보안감사와 보안사고 조사 등 보안업무를 수행할 국방보안지원단 창설 계획을 밝혔다.",조직,2026-06-10,경향신문
대한민국 공군 우주작전전대가 2024년 6월 30일 기존 우주작전대대를 확대 개편해 창설되었다.,조직,2024-06-30,한국경제
대한민국 공군 우주작전전대 창설로 부대장 계급이 중령급에서 대령급으로 격상되었다.,조직,2024-06-30,파이낸셜신문
대한민국 육군 제2신속대응사단이 2021년 1월 1일 경기도 양평군에서 제7기동군단 예하 부대로 창설되었다.,조직,2021-01-01,YTN
대한민국 육군 제2신속대응사단은 육군 최초의 공정사단으로 창설되었으며 상징명칭은 노도부대이다.,조직,2021-01-01,위키백과(제2신속대응사단)
"대한민국 육군 제2신속대응사단 창설과 함께 기존 제201특공여단과 제203특공여단이 각각 제201신속대응여단과 제203신속대응여단으로 개편되었다.",조직,2021-01-01,위키백과(제2신속대응사단)
대한민국 해병대 제9여단이 2015년 12월 1일 해군 제주방어사령부 해체와 함께 제주특별자치도에서 창설되었다.,조직,2015-12-01,제주도민일보
대한민국 육군은 2022년 6월 10일 경기도 양주 제25보병사단에서 미래형 전투체계 아미타이거(Army TIGER) 시범여단전투단 출범식을 열었다.,조직,2022-06-10,경향신문
대한민국 육군 아미타이거 시범여단전투단으로 제25보병사단 예하 제70보병여단이 선정되었다.,조직,2022-06-10,파이낸셜뉴스 2022년 6월 10일 보도
대한민국 국방AI센터가 2024년 4월 1일 대전 국방과학연구소(ADD) 내부 조직으로 창설되었다.,조직,2024-04-01,뉴데일리
대한민국 국방AI센터는 창설 당시 민간연구원과 현역 군인을 합해 약 110여 명 규모로 구성되었다.,조직,2024-04-01,보안뉴스
대한민국 국방과학연구소 국방AI센터가 2025년 1월 국방인공지능기술연구원으로 확대 개편되었다.,조직,2025-01-01,뉴스핌
대한민국 육군 제6군단(진군부대)은 1954년 5월 1일 경기도 포천시에서 창설되었다.,조직,1954-05-01,위키백과(제6군단)
