statement,category,effective_date,source
2009년 11월 10일 서해 대청도 인근 북방한계선 해상에서 대한민국 해군과 북한 경비정 간에 대청해전이 발생했다.,전쟁사실,2009-11-10,위키백과(대청해전)
1990년 8월 2일 이라크가 쿠웨이트를 침공하면서 걸프전이 시작되었다.,전쟁사실,1990-08-02,위키백과(걸프 전쟁)
1991년 1월 17일 미국을 중심으로 한 다국적군이 이라크를 상대로 사막의 폭풍 작전을 개시했다.,전쟁사실,1991-01-17,위키백과(걸프 전쟁)
1991년 2월 28일 다국적군이 쿠웨이트에서 이라크군을 축출한 뒤 걸프전 종전을 선언했다.,전쟁사실,1991-02-28,위키백과(걸프 전쟁)
2003년 3월 20일 미국이 이라크를 침공하면서 이라크 전쟁이 시작되었다.,전쟁사실,2003-03-20,위키백과(2003년 이라크 침공)
2011년 12월 15일 미국 버락 오바마 대통령의 종전 선언으로 이라크 전쟁이 공식 종료되었다.,전쟁사실,2011-12-15,위키백과(이라크 전쟁)
1945년 5월 8일 나치 독일이 무조건 항복하면서 유럽에서의 제2차 세계대전이 종결되었다.,전쟁사실,1945-05-08,위키백과(제2차 세계 대전)
1945년 9월 2일 일본 제국이 미국 전함 미주리호 함상에서 항복 문서에 서명하면서 제2차 세계대전이 종결되었다.,전쟁사실,1945-09-02,위키백과(일본의 항복)
1945년 8월 6일 미국이 일본 히로시마에 원자폭탄을 투하했다.,전쟁사실,1945-08-06,위키백과(히로시마·나가사키 원자폭탄 투하)
1945년 8월 9일 미국이 일본 나가사키에 원자폭탄을 투하했다.,전쟁사실,1945-08-09,위키백과(히로시마·나가사키 원자폭탄 투하)
1914년 7월 28일 오스트리아-헝가리 제국이 세르비아에 선전포고하면서 제1차 세계대전이 발발했다.,전쟁사실,1914-07-28,위키백과(제1차 세계 대전)
1918년 11월 11일 정전협정 체결로 제1차 세계대전이 종결되었다.,전쟁사실,1918-11-11,위키백과(제1차 세계 대전)
1975년 4월 30일 북베트남군이 남베트남의 수도 사이공을 점령하면서 베트남 전쟁이 종결되었다.,전쟁사실,1975-04-30,위키백과(사이공 함락)
2001년 9월 11일 이슬람 무장단체 알카에다가 미국을 상대로 4대의 여객기를 납치한 9·11 연쇄 테러를 일으켰다.,전쟁사실,2001-09-11,위키백과(9.11 테러)
2001년 10월 7일 미국과 영국 연합군이 아프가니스탄을 공습하면서 미국-아프가니스탄 전쟁이 시작되었다.,전쟁사실,2001-10-07,HISTORY.com
1914년 6월 28일 사라예보에서 오스트리아-헝가리 제국 황태자 프란츠 페르디난트 부부가 가브릴로 프린치프에게 암살된 사라예보 사건이 발생했다.,전쟁사실,1914-06-28,위키백과(사라예보 사건)
2021년 8월 15일 탈레반이 아프가니스탄의 수도 카불을 함락하고 아프가니스탄 정부의 항복을 받았다.,전쟁사실,2021-08-15,위키백과(카불 함락 2021년)
2021년 8월 30일 미군이 아프가니스탄에서 완전히 철수하면서 약 20년간 지속된 아프가니스탄 전쟁이 종료되었다.,전쟁사실,2021-08-30,위키백과(아프가니스탄 전쟁)
1983년 10월 9일 미얀마(당시 버마)를 순방 중이던 전두환 대통령을 겨냥한 북한의 아웅산 묘소 폭탄 테러로 한국 정부 수행원과 취재진 17명이 사망했다.,전쟁사실,1983-10-09,위키백과(아웅산 묘역 테러 사건)
1987년 11월 29일 북한 공작원에 의해 대한항공 858편 여객기가 인도양 안다만 해역 상공에서 공중 폭파되어 탑승객 115명 전원이 사망했다.,전쟁사실,1987-11-29,위키백과(대한항공 858편 폭파 사건)
1976년 8월 18일 판문점 공동경비구역에서 북한군이 미루나무 가지치기 작업을 감독하던 주한미군 장교 2명을 도끼로 살해한 판문점 도끼 만행 사건이 발생했다.,전쟁사실,1976-08-18,위키백과(판문점 도끼 만행 사건)
1968년 1월 21일 북한 124군부대 무장 게릴라 31명이 청와대를 기습하기 위해 서울에 침투한 1·21 사태가 발생했다.,전쟁사실,1968-01-21,한국민족문화대백과사전
1968년 1월 23일 미 해군 정찰함 푸에블로호가 동해 공해상에서 북한 해군에 나포되어 승무원 82명이 11개월간 억류되었다.,전쟁사실,1968-01-23,위키백과(푸에블로함 피랍 사건)
1944년 6월 6일 제2차 세계대전 중 연합군이 프랑스 노르망디 해안에 상륙한 노르망디 상륙작전(디데이)이 실시되었다.,전쟁사실,1944-06-06,위키백과(노르망디 상륙)
1941년 12월 7일 일본 제국 해군이 미국 하와이 진주만의 미 해군 기지를 기습 공격했다.,전쟁사실,1941-12-07,위키백과(진주만 공격)
1941년 12월 8일 미국 의회가 일본에 선전포고하면서 태평양 전쟁이 시작되었다.,전쟁사실,1941-12-08,위키백과(진주만 공격)
2023년 10월 7일 팔레스타인 무장단체 하마스가 이스라엘 남부를 기습 공격하면서 이스라엘-하마스 전쟁이 시작되었다.,전쟁사실,2023-10-07,위키백과(10월 7일 공격)
2015년 8월 4일 비무장지대(DMZ)에서 북한군이 매설한 목함지뢰가 폭발해 대한민국 육군 부사관 2명이 다리에 중상을 입은 목함지뢰 도발 사건이 발생했다.,전쟁사실,2015-08-04,위키백과(2015년 DMZ 지뢰폭발사건)
6·25 전쟁 중 1950년 8월 3일부터 8월 29일까지 경상북도 칠곡군 다부동 일대에서 대한민국 국군 제1사단이 북한군의 공세를 저지한 다부동 전투가 벌어졌다.,전쟁사실,1950-08-03,위키백과(다부동 전투)
1950년 6월 28일 6·25 전쟁 발발 사흘 만에 북한군이 대한민국 수도 서울을 점령했다.,전쟁사실,1950-06-28,위키백과(6.25 전쟁)
1950년 10월 19일 중국인민지원군이 한반도에 진입해 6·25 전쟁에 참전했다.,전쟁사실,1950-10-19,위키백과(중국인민지원군)
6·25 전쟁 중 1950년 11월 27일부터 12월 11일까지 함경남도 장진호 일대에서 미 제1해병사단과 중국인민지원군 사이에 장진호 전투가 벌어졌다.,전쟁사실,1950-11-27,위키백과(장진호 전투)
6·25 전쟁 중 1950년 12월 흥남항에서 유엔군과 피난민을 해상으로 철수시킨 흥남 철수 작전이 실시되었고 12월 24일 마지막 선박이 흥남부두를 떠났다.,전쟁사실,1950-12-24,위키백과(흥남 철수 작전)
1950년 9월 28일 대한민국 국군과 유엔군이 인천상륙작전 성공에 이어 수도 서울을 탈환했다.,전쟁사실,1950-09-28,한국민족문화대백과사전
1951년 1월 4일 중국인민지원군의 대규모 공세로 대한민국 국군과 유엔군이 서울을 포기하고 후퇴한 1·4 후퇴가 발생했다.,전쟁사실,1951-01-04,위키백과(1·4 후퇴)
1939년 9월 1일 나치 독일이 폴란드를 침공하면서 제2차 세계대전이 발발했다.,전쟁사실,1939-09-01,위키백과(폴란드 침공)
1939년 9월 3일 영국과 프랑스가 폴란드를 침공한 나치 독일에 선전포고했다.,전쟁사실,1939-09-03,위키백과(폴란드 침공)
2006년 10월 9일 북한이 함경북도 길주군 풍계리에서 첫 번째 핵실험을 실시했다.,전쟁사실,2006-10-09,국가기록원
2017년 9월 3일 북한이 제6차 핵실험을 실시했다.,전쟁사실,2017-09-03,경향신문
1964년 9월 22일 대한민국 국군의 제1차 베트남전 파병 부대인 제1이동외과병원과 태권도 교관단이 남베트남 사이공에 도착했다.,전쟁사실,1964-09-22,한국민족문화대백과사전
1965년 8월 13일 대한민국 국회가 베트남전 전투부대 파병 동의안을 가결했다.,전쟁사실,1965-08-13,위키백과(대한민국 국군의 베트남 전쟁 참전)
1973년 3월 23일 주베트남 대한민국 국군 후발대가 철수를 완료하면서 한국군의 베트남전 파병이 종료되었다.,전쟁사실,1973-03-23,한국민족문화대백과사전
1950년 6월 27일 유엔 안전보장이사회가 결의문 제83호를 채택해 회원국들에게 대한민국에 대한 군사 원조를 권고했다.,전쟁사실,1950-06-27,국가기록원
1950년 7월 7일 유엔 안전보장이사회 결의에 따라 유엔군사령부 설치가 결정되고 더글러스 맥아더가 유엔군 총사령관에 임명되었다.,전쟁사실,1950-07-07,국가기록원
1979년 12월 24일 소련이 아프가니스탄에 제40군을 배치하며 전면 침공을 개시해 소련-아프가니스탄 전쟁이 시작되었다.,전쟁사실,1979-12-24,위키백과(소련-아프가니스탄 전쟁)
1989년 2월 15일 마지막 소련군이 아프가니스탄에서 철수하면서 소련-아프가니스탄 전쟁이 종료되었다.,전쟁사실,1989-02-15,위키백과(소련-아프가니스탄 전쟁)
