statement,category,effective_date,source
차준선 공군 중장은 2025년 11월 18일 오산기지에서 열린 취임식을 통해 제42대 공군작전사령관으로 취임했다.,인사,2025-11-18,뉴시스 2025년 11월 18일 보도
정영순 해군 준장은 2026년 1월 2일 취임식을 통해 제22대 해군 인천해역방어사령관으로 취임했다.,인사,2026-01-02,중부일보 2026년 1월 보도 및 시사의창 2026년 1월 보도
국군방첩사령부는 12·3 비상계엄 여파에 따라 2026년 1월 9일부로 군단급에서 사단급 기능사령부로 격하됐다.,인사,2026-01-09,서울경제 2026년 5월 19일 보도
조선대학교 학군장교(ROTC) 출신인 박민영 육군 소장은 2026년 1월 9일 국방부 장성급 장교 인사에서 정보사령관에 보직되어 38년 만의 비육사 출신 정보사령관이 됐다.,인사,2026-01-09,경향신문 2026년 1월 30일 보도 및 연합뉴스 2026년 1월 9일 보도
육군사관학교 52기 출신인 예민철 육군 소장은 2026년 1월 9일 발표된 국방부 장성급 인사에서 육군 공병 병과 출신으로는 최초로 보병사단장에 보직됐다.,인사,2026-01-09,뉴스데일리 2026년 1월 보도 및 시큐리티팩트 2026년 1월 보도
박성순 해병 소장은 2026년 1월 9일 발표된 국방부 장성급 인사에서 해병대 기갑 병과 출신으로는 최초로 해병대 사단장에 보직됐다.,인사,2026-01-09,뉴스데일리 2026년 1월 보도 및 시큐리티팩트 2026년 1월 보도
이재섭 해군 소장은 2026년 1월 14일 평택 해군기지에서 열린 취임식을 통해 제33대 해군 제2함대사령관으로 취임했다.,인사,2026-01-14,뉴시스 2026년 1월 14일 보도 및 기호일보 2026년 1월 14일 보도
고승범 해군 소장은 2026년 1월 14일 부대 대강당에서 열린 취임식을 통해 제32대 해군 제3함대사령관으로 취임했다.,인사,2026-01-14,뉴시스 2026년 1월 14일 보도 및 아시아투데이 2026년 1월 15일 보도
예민철 육군 소장은 2026년 1월 14일 취임식을 통해 육군 제30대 제55보병사단장으로 취임했다.,인사,2026-01-14,데일리경기신문 2026년 1월 16일 보도
박성순 해병 소장은 2026년 1월 14일 취임식을 통해 제46대 해병대 제1사단장으로 취임했다.,인사,2026-01-14,매일신문 2026년 1월 14일 보도 및 경북매일 2026년 1월 14일 보도
이동식 육군 소장은 2026년 1월 14일 취임식을 통해 육군 제36보병사단장으로 취임했다.,인사,2026-01-14,뉴시스 2026년 1월 14일 보도
김종연 육군 소장은 2026년 1월 14일 취임식을 통해 육군 제11기동사단 제41대 사단장으로 취임했다.,인사,2026-01-14,경기신문 2026년 1월 14일 보도
임외택 육군 소장은 2026년 1월 14일 취임식을 통해 육군 제15보병사단 제45대 사단장으로 취임했다.,인사,2026-01-14,네이트뉴스 2026년 1월 14일 보도
윤기선 육군 소장은 2026년 1월 14일 취임식을 통해 육군 제21보병사단 제41대 사단장으로 취임했다.,인사,2026-01-14,강원도민일보 2026년 1월 14일 보도
해군사관학교 49기 출신인 김태훈 해군 소장은 2026년 1월 19일 취임식을 통해 제9대 해군잠수함사령관으로 취임했다.,인사,2026-01-19,아시아경제 2026년 1월 19일 보도
2026년 7월 기준 대한민국 해군참모총장은 김경률 해군 대장이며 2026년 3월 25일 제39대 해군참모총장으로 취임했다.,인사,2026-03-25,위키백과 대한민국의 해군참모총장
2026년 7월 기준 대한민국 지상작전사령관은 이상렬 육군 대장이며 2026년 4월 15일 제8대 지상작전사령관으로 취임했다.,인사,2026-04-15,위키백과 지상작전사령부
공군사관학교 39기 출신인 김홍철 예비역 공군 준장은 2026년 5월 기준 대한민국 국방부 국방정책실장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
권대원 육군 중장은 2026년 5월 기준 대한민국 합동참모본부 차장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
국방정보본부장의 합동참모본부 정보본부장 겸직은 2025년 10월 국방정보본부령 개정안 입법예고를 통해 해제됐다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
육군사관학교 49기 출신인 박재열 육군 중장은 2026년 5월 기준 핵·대량살상무기 대응을 담당하는 국군전략사령부의 전략사령관을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
학사장교 26기 출신인 편무삼 육군 소장은 2026년 5월 기준 국군방첩사령관을 맡고 있으며 학사장교 출신 최초의 방첩사 지휘관이다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도 및 한국일보 2025년 8월 17일 보도
육군사관학교 51기 출신인 정유수 육군 중장은 2026년 5월 기준 육군 제2군단장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
육군사관학교 51기 출신인 이일용 육군 중장은 2026년 5월 기준 육군 제5군단장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
육군사관학교 49기 출신인 최성진 육군 중장은 2026년 5월 기준 육군 유일의 기동군단인 제7군단의 군단장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
육군사관학교 50기 출신인 이임수 육군 중장은 2026년 5월 기준 육군 수도군단장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
육군사관학교 49기 출신인 서진하 육군 중장은 2026년 5월 기준 지상작전사령부 부사령관을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
해군사관학교 47기 출신인 강정호 해군 중장은 2026년 5월 기준 해군교육사령관을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
공군사관학교 41기 출신인 박기완 공군 중장은 2026년 5월 기준 공군참모차장을 맡고 있다.,인사,2026-05-19,서울경제 2026년 5월 19일 보도
김종묵 육군 중장은 2026년 6월 5일 발표된 국방부 전반기 정기 장성 인사에서 육군 제3군단장에 보직됐다.,인사,2026-06-05,문화일보 2026년 6월 5일 보도
윤한일 육군 소장은 2026년 6월 5일 발표된 국방부 전반기 정기 장성 인사에서 중장으로 진급하며 지상작전사령부 참모장에 보직됐다.,인사,2026-06-05,MBC 2026년 6월 6일 보도 및 동양일보 2026년 6월 7일 보도
조충호 해군 소장은 2026년 6월 5일 발표된 국방부 전반기 정기 장성 인사에서 중장으로 진급하며 해군참모차장에 보직됐다.,인사,2026-06-05,MBC 2026년 6월 6일 보도 및 동양일보 2026년 6월 7일 보도
김헌은 2026년 6월 기준 대한민국 해병대 부사령관을 맡고 있다.,인사,2026-06-06,연합뉴스 2026년 6월 6일 보도 및 국방일보 2026년 5월 28일 보도
곽광섭 해군 중장은 2026년 6월 10일 부산 해군기지에서 열린 취임식을 통해 제35대 해군작전사령관으로 취임했다.,인사,2026-06-10,뉴시스 2026년 6월 10일 보도 및 국민일보 2026년 6월 10일 보도
공군사관학교 43기 출신인 박흥재 공군 중장은 2026년 6월 11일 손석락 공군참모총장 주관으로 열린 취임식을 통해 제59대 공군사관학교장으로 취임했다.,인사,2026-06-11,동양일보 2026년 6월 8일 보도 및 국방일보 2026년 6월 11일 보도
육군사관학교 48기 출신인 박후성 육군 중장은 2026년 6월 기준 육군사관학교장을 맡고 있다.,인사,2026-06-12,중앙일보 2026년 4월 16일 보도 및 월간조선 2026년 4월 30일 보도
이남규 해군 소장은 2026년 6월 12일 취임식을 통해 제32대 해군 제1함대사령관으로 취임했다.,인사,2026-06-12,국방일보 2026년 6월 12일 보도 및 뉴시스 2026년 6월 14일 보도
임국기 육군 소장은 2026년 6월 12일 취임식을 통해 제42대 육군부사관학교장으로 취임했다.,인사,2026-06-12,국방일보 2026년 6월 18일 보도 및 전라일보 2026년 6월 12일 보도
해군사관학교의 전신인 해군병학교가 1946년 1월 17일 개교했다.,조직,1946-01-17,한국민족문화대백과사전(한국학중앙연구원)
육군사관학교의 전신인 남조선국방경비사관학교가 1946년 5월 1일 개교했다.,조직,1946-05-01,한국민족문화대백과사전(한국학중앙연구원)
해군 제1함대의 모체는 1946년 8월 22일 창설된 조선해안경비대 묵호기지이다.,조직,1946-08-22,참뉴스
육군사관학교는 1948년 정부 수립 후 현재의 교명인 육군사관학교로 확정되었다.,조직,1948-09-05,한국민족문화대백과사전(한국학중앙연구원)
해군사관학교는 1948년 현재의 경상남도 창원시 진해구 옥포만 교정으로 이전했다.,조직,1948-10-25,한국민족문화대백과사전(한국학중앙연구원)
공군사관학교는 1949년 1월 14일 경기도 김포기지에서 육군항공사관학교로 창설되었다.,조직,1949-01-14,공군사관학교 공식 연혁
수도기계화보병사단의 전신인 수도경비사령부가 1949년 6월 20일 창설되었으며 상징명칭은 맹호부대이다.,조직,1949-06-20,연합뉴스(2026년 7월 2일 창설 77주년 보도)
공군사관학교는 1949년 10월 1일 대한민국 공군 독립과 함께 교명이 공군사관학교로 변경되었다.,조직,1949-10-01,공군사관학교 공식 연혁
국군간호사관학교가 1951년 1월 6일 한국전쟁 중 간호장교 양성을 위해 창설되었다.,조직,1951-01-06,한국민족문화대백과사전(한국학중앙연구원)
대한민국 육군 제6군단(진군부대)은 1954년 5월 1일 경기도 포천시에서 창설되었다.,조직,1954-05-01,위키백과(제6군단)
육군3사관학교가 1968년 10월 15일 창설되었다.,조직,1968-10-15,한국민족문화대백과사전(한국학중앙연구원)
육군3사관학교는 1969년 3월 18일 개교식을 거행했다.,조직,1969-03-18,디지털영천문화대전(한국학중앙연구원)
한미연합군사령부는 1978년 11월 7일 서울 용산기지에서 창설되었다.,조직,1978-11-07,국방일보
공군사관학교는 1985년 12월 21일 현재의 충청북도 청주시(당시 청원군)로 이전했다.,조직,1985-12-21,디지털동작문화대전(한국학중앙연구원)
해군 제3함대가 2007년 11월 15일 부산에서 전라남도 영암군 삼호읍 목포항으로 사령부를 이전했다.,조직,2007-11-15,서울신문(2007년 11월 14일 보도)
해군 제3함대의 목포 이전과 동시에 기존 목포해역방어사령부가 해체되었다.,조직,2007-11-15,서울신문(2007년 11월 14일 보도)
대한민국 국군사이버사령부는 2010년 1월 11일 창설되었다.,조직,2010-01-11,위키백과(사이버작전사령부)
대한민국 국방부가 2013년 국방대학교의 충청남도 논산 이전 계획을 확정·발표했다.,조직,2013-05-07,뉴데일리(2013년 5월 3일 보도)
대한민국 육군유도탄사령부가 2014년 4월 1일 육군미사일사령부로 확대 개편되었다.,조직,2014-04-01,파이낸셜뉴스 2022년 2월 10일 보도
대한민국 해군 잠수함사령부가 2015년 2월 1일 기존 제9잠수함전단을 격상해 창설되었다.,조직,2015-02-01,대한민국 정책브리핑
대한민국 해군 잠수함사령부 창설로 대한민국은 세계 6번째로 잠수함사령부를 운용하는 국가가 되었다.,조직,2015-02-01,대한민국 정책브리핑
대한민국 해군 잠수함사령부의 초대 사령관은 윤정상 소장이다.,조직,2015-02-01,위키백과(해군잠수함사령부)
대한민국 해병대 제9여단이 2015년 12월 1일 해군 제주방어사령부 해체와 함께 제주특별자치도에서 창설되었다.,조직,2015-12-01,제주도민일보
대한민국 국군기무사령부가 2018년 9월 1일 폐지되고 군사안보지원사령부가 창설되었다.,조직,2018-09-01,위키백과(국군기무사령부)
대한민국 국군기무사령부 폐지와 군사안보지원사령부 창설은 2018년 9월 1일 국무회의에서 국군기무사령부령 폐지와 군사안보지원사령부령 제정이 의결되며 이루어졌다.,조직,2018-09-01,위키백과(군사안보지원사령부)
대한민국 육군 지상작전사령부가 2019년 1월 1일 기존 제1야전군사령부와 제3야전군사령부를 통합해 창설되었다.,조직,2019-01-01,한국경제
대한민국 육군 지상작전사령부 창설로 육군은 기존 1군·2군·3군의 3군 체제에서 지상작전사령부와 제2작전사령부의 2개 작전사령부 체제로 개편되었다.,조직,2019-01-01,아시아투데이
대한민국 육군 지상작전사령부의 본부는 경기도 용인시에 위치한다.,조직,2019-01-01,위키백과(지상작전사령부)
대한민국 국군사이버사령부가 2019년 2월 26일 사이버작전사령부로 명칭이 변경되고 합동참모의장 통제를 받는 합동부대가 되었다.,조직,2019-02-26,위키백과(사이버작전사령부)
대한민국 육군 제2신속대응사단이 2021년 1월 1일 경기도 양평군에서 제7기동군단 예하 부대로 창설되었다.,조직,2021-01-01,YTN
대한민국 육군 제2신속대응사단은 육군 최초의 공정사단으로 창설되었으며 상징명칭은 노도부대이다.,조직,2021-01-01,위키백과(제2신속대응사단)
대한민국 육군 제2신속대응사단 창설과 함께 기존 제201특공여단과 제203특공여단이 각각 제201신속대응여단과 제203신속대응여단으로 개편되었다.,조직,2021-01-01,위키백과(제2신속대응사단)
대한민국 육군미사일사령부가 2022년 4월 1일 육군미사일전략사령부로 확대 개편되었다.,조직,2022-04-01,파이낸셜뉴스
대한민국 육군미사일전략사령부로의 개편에 따라 사령관 계급이 소장에서 중장으로 격상되었다.,조직,2022-04-01,서울경제
대한민국 공군 방공유도탄사령부가 2022년 4월 1일 공군 미사일방어사령부로 확대 개편되었다.,조직,2022-04-01,경향신문
대한민국 육군은 2022년 6월 10일 경기도 양주 제25보병사단에서 미래형 전투체계 아미타이거(Army TIGER) 시범여단전투단 출범식을 열었다.,조직,2022-06-10,경향신문
대한민국 육군 아미타이거 시범여단전투단으로 제25보병사단 예하 제70보병여단이 선정되었다.,조직,2022-06-10,파이낸셜뉴스 2022년 6월 10일 보도
대한민국 군사안보지원사령부가 2022년 11월 1일 국군방첩사령부로 명칭이 변경되었다.,조직,2022-11-01,머니투데이
대한민국 군사안보지원사령부의 국군방첩사령부 명칭 변경은 관련 시행령 개정안이 2022년 11월 1일 공포·시행되면서 이루어졌다.,조직,2022-11-01,서울신문
한미연합군사령부가 2022년 11월 15일 서울 용산기지에서 경기도 평택 캠프 험프리스로의 이전 기념식을 열고 평택 이전을 공식화했다.,조직,2022-11-15,국방일보
대한민국 육군 제6군단이 2022년 11월 30일 해체되었으며 예하 부대는 제5군단으로 이관되었다.,조직,2022-11-30,이데일리
대한민국 육군 제8군단(충용부대)이 2023년 5월 1일 예하 부대를 제3군단에 넘기고 임무 해제되어 제3군단에 흡수·통합되었다.,조직,2023-05-01,뉴시스
대한민국 국방부는 2023년 6월 27일 드론작전사령부령을 제정하여 드론작전사령부 창설의 법적 근거를 마련했다.,조직,2023-06-27,국방부
대한민국 방위사업청이 2023년 7월 3일 대전 서구 임시청사에서 현판식을 열고 대전 1차 이전을 완료했다.,조직,2023-07-03,서울경제TV
대한민국 국군 드론작전사령부가 2023년 9월 1일 국방부 직할부대로 정식 창설되었다.,조직,2023-09-01,국방부
대한민국 국군 드론작전사령부는 육군·해군·공군·해병대로 구성된 국군 최초의 합동전투부대로 창설되었다.,조직,2023-09-01,위키백과(드론작전사령부)
대한민국 국방AI센터가 2024년 4월 1일 대전 국방과학연구소(ADD) 내부 조직으로 창설되었다.,조직,2024-04-01,뉴데일리
대한민국 국방AI센터는 창설 당시 민간연구원과 현역 군인을 합해 약 110여 명 규모로 구성되었다.,조직,2024-04-01,보안뉴스
대한민국 공군 우주작전전대가 2024년 6월 30일 기존 우주작전대대를 확대 개편해 창설되었다.,조직,2024-06-30,한국경제
대한민국 공군 우주작전전대 창설로 부대장 계급이 중령급에서 대령급으로 격상되었다.,조직,2024-06-30,파이낸셜신문
대한민국 국군 전략사령부가 2024년 10월 1일 합동참모본부 예하 부대로 창설되었다.,조직,2024-10-01,국방부(대한민국 정책브리핑)
대한민국 국군 전략사령부는 킬체인·한국형미사일방어·대량응징보복으로 구성된 한국형 3축체계를 통합 운용하기 위해 창설되었다.,조직,2024-10-01,국방부(대한민국 정책브리핑)
대한민국 국군 전략사령부의 초대 사령관은 진영승 공군 중장이다.,조직,2024-10-01,경향신문
대한민국 국방과학연구소 국방AI센터가 2025년 1월 국방인공지능기술연구원으로 확대 개편되었다.,조직,2025-01-01,뉴스핌
대한민국 해군 기동함대사령부가 2025년 2월 1일 제주 해군기지를 모항으로 창설되었다.,조직,2025-02-01,한라일보
대한민국 해군 기동함대사령부는 기존 제7기동전단을 모체로 창설되었다.,조직,2025-02-01,YTN
대한민국 해군 기동함대사령부의 초대 사령관은 김인호 소장이다.,조직,2025-02-01,제주일보
대한민국 해군 기동함대사령부는 2025년 2월 3일 제주 해군기지에서 창설식을 열었다.,조직,2025-02-03,YTN
대한민국 방위사업청의 대전 신청사가 2025년 3월 11일 정부대전청사 유휴부지에서 착공했다.,조직,2025-03-11,경향신문
대한민국 육군 제28보병사단은 2025년 11월 28일 해체 신고식을 가졌다.,조직,2025-11-28,정경시사FOCUS
"대한민국 육군 제28보병사단(무적태풍부대)이 2025년 12월 1일 공식 해체되었으며, 병력과 장비는 제5보병사단과 제25보병사단으로 흡수되었다.",조직,2025-12-01,이데일리
대한민국 국방부는 2026년 6월 10일 국군방첩사령부 해체 및 기능 개편안을 발표했다.,조직,2026-06-10,국방부(대한민국 정책브리핑)
국군방첩사령부는 1977년 국군보안사령부로 출범한 이래 49년 만인 2026년 해체가 발표되었다.,조직,2026-06-10,한국일보
대한민국 국방부는 2026년 6월 10일 국군방첩사령부의 방첩·방산 정보활동 기능을 수행할 국방방첩본부 창설 계획을 발표했다.,조직,2026-06-10,국방부(대한민국 정책브리핑)
대한민국 국방부는 2026년 국군방첩사령부 해체안에서 군 내 중앙보안감사와 보안사고 조사 등 보안업무를 수행할 국방보안지원단 창설 계획을 밝혔다.,조직,2026-06-10,경향신문
대한민국 국방부는 2026년 6월 26일 드론작전사령부를 국방드론본부로 개편하는 국방 드론·대드론 발전 정책을 발표했다.,조직,2026-06-26,국방부(파이낸셜뉴스 등 보도)
수도기계화보병사단 사령부는 현재 경기도 가평군에 위치한다.,조직,2026-07-15,연합뉴스(2026년 7월 2일 보도)
제3보병사단은 상징명칭이 백골부대이며 강원도 철원군에 주둔해 최전방 경계를 담당한다.,조직,2026-07-15,철원인터넷신문
제7보병사단은 상징명칭이 칠성부대이며 강원도 화천군에 주둔한다.,조직,2026-07-15,병무청 입영부대 안내
제21보병사단은 강원도 양구군에 사령부를 두고 있다.,조직,2026-07-15,병무청 입영부대 안내
대한민국 해병대 제1사단은 경상북도 포항시에 사단사령부를 두고 있다.,조직,2026-07-15,대경일보
해군 제1함대는 강원도 동해시 동해 해군기지에 사령부를 두고 동해 해역 방어를 담당한다.,조직,2026-07-15,참뉴스
해군 제2함대는 경기도 평택시 평택 해군기지에 사령부를 두고 있다.,조직,2026-07-15,평택시(평택시사)
해군 제2함대는 인천·경기·충남 등 서해 중북부 해역의 방어를 담당한다.,조직,2026-07-15,평택시(평택시사)
해군 제3함대는 남해 해역의 경비와 방어를 담당한다.,조직,2026-07-15,한국일보(2007년 11월 22일 보도)
육군사관학교는 서울특별시 노원구 공릉동 태릉에 위치하며 상징명칭은 화랑대이다.,조직,2026-07-15,한국민족문화대백과사전(한국학중앙연구원)
해군사관학교는 현재 경상남도 창원시 진해구에 위치한다.,조직,2026-07-15,디지털창원문화대전(한국학중앙연구원)
공군사관학교는 충청북도 청주시 상당구 남일면에 위치하며 상징명칭은 성무대이다.,조직,2026-07-15,공군사관학교 공식 연혁
육군3사관학교는 경상북도 영천시 고경면에 위치하며 상징명칭은 충성대이다.,조직,2026-07-15,한국민족문화대백과사전(한국학중앙연구원)
국군간호사관학교는 현재 대전광역시 유성구 자운대에 위치한다.,조직,2026-07-15,한국민족문화대백과사전(한국학중앙연구원)
"종교적 신념 등에 따른 대체복무제는 2020년 10월 26일 첫 소집으로 시행되었으며, 대체복무요원은 교정시설에서 36개월간 합숙 복무한다.",정책,2020-10-26,병무청·법무부
2024년부터 임관 3년 미만 초급간부에게도 주택수당(월 16만원)이 지급되도록 지급 대상이 확대되었다.,정책,2024-01-01,국방부·기획재정부
"국방부는 2024년 9월 1일부터 병사 휴대전화 사용을 일과 후로 유지하는 정책을 확정 시행하여, 병사는 평일 오후 6시부터 오후 9시까지, 휴일 오전 8시 30분부터 오후 9시까지 휴대전화를 사용할 수 있다.",정책,2024-09-01,국방부
2024년 9월 1일부터 훈련병도 주말과 공휴일에 하루 1시간씩 휴대전화를 공식적으로 사용할 수 있게 되었다.,정책,2024-09-01,국방부
"장병내일준비적금의 병사 월 납입 한도는 2025년부터 55만원(은행별 최대 30만원)으로 확대되었으며, 2024년 이후 납입분에 대해 정부가 납입 원금의 100%를 매칭 지원금으로 지급한다.",정책,2025-01-01,국방부
국방부는 2025년부터 그동안 육군이 위임 수여하던 예비군 관련 정부 부대 표창을 국방부 장관 수여로 격상했다.,정책,2025-04-04,국방일보 2025년 4월 4일 보도
국방부는 2025년부터 모범예비군에게 제공하는 제주 안보견학 혜택에 동반하는 10세 이하 자녀의 왕복 항공권 지원을 추가했다.,정책,2025-04-04,국방일보 2025년 4월 4일 보도
병무청은 2025년 10월 1일부터 기초생활수급자와 차상위계층 사회복무요원이 본인이 희망하는 시기에 소집될 수 있도록 희망시기 소집 제도를 신설했다.,정책,2025-10-01,병무청
병무청은 2025년 11월 6일부터 대학진학 예정자의 입영일자 연기를 신청 즉시 자동처리하고 처리결과를 즉시 확인할 수 있도록 개선했다.,정책,2025-11-06,병무청
2026년도 국방예산은 2025년 12월 2일 국회 본회의 의결을 거쳐 전년 대비 7.5% 증가한 65조 8642억원으로 확정되었다.,정책,2025-12-02,국방부 보도자료
"2026년도 국방예산 중 방위력개선비는 전년 대비 11.9% 증가한 19조 9653억원, 전력운영비는 전년 대비 5.8% 증가한 45조 8989억원으로 확정되었다.",정책,2025-12-02,국방부 보도자료
"병 봉급은 2025년부터 인상된 수준이 2026년에도 동일하게 유지되어 이병 월 75만원, 일병 월 90만원, 상병 월 120만원, 병장 월 150만원이 지급된다.",정책,2026-01-01,국방부
"2026년 1월 1일부터 군인·군무원의 당직근무비가 평일 2만원에서 3만원으로, 휴일 4만원에서 10만원으로 인상되었다.",정책,2026-01-01,국방부
2026년 1월 1일부터 장병 기본급식비 1인 1일 단가가 1만 3000원에서 1만 4000원으로 인상되었다.,정책,2026-01-01,국방부
"2026년 1월 1일부터 예비군 동원훈련 보상비가 인상되어 2박 3일 입영 동원훈련(Ⅰ형)은 8만 2000원에서 9만 5000원으로, 출퇴근식 동원훈련(Ⅱ형)은 4만원에서 5만원으로 올랐다.",정책,2026-01-01,국방부
2026년 1월 1일부터 5~6년차 지역예비군의 기본훈련·작계훈련에 대해 훈련 1회당 2만원의 훈련비가 신설되어 지급된다.,정책,2026-01-01,국방부
2026년 1월 1일부터 대학생 예비군의 기본훈련에 대해 훈련 1회당 1만원의 훈련비가 신설되어 지급된다.,정책,2026-01-01,국방부
2026년 1월 1일부터 예비군 훈련 급식비(도시락비)가 8000원에서 9000원으로 인상되었다.,정책,2026-01-01,국방부
